submission_id,submitted_at,enumerator_id,site_id,province,territory,beneficiary_uid,hh_size,sex_head,age_head,item_kit_type,qty,distribution_date
SUB0202,2025-03-23,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0202,9,Male,22,NFI_KIT_B,1,2025-03-23
SUB0203,2025-02-05,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0203,10,Male,18,NFI_KIT_B,1,2025-02-05
SUB0204,2025-03-03,EN003,SITE_MAS,North Kivu,Masisi,BEN0204,9,Male,60,NFI_KIT_B,1,2025-03-03
SUB0205,2025-05-16,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0205,10,Female,18,NFI_KIT_B,1,2025-05-16
SUB0206,2025-02-07,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0206,6,Male,33,NFI_KIT_A,1,2025-02-07
SUB0207,2025-06-03,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0207,6,Male,63,NFI_KIT_A,1,2025-06-03
SUB0208,2025-05-16,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0208,5,Male,26,NFI_KIT_A,1,2025-05-16
SUB0209,2025-03-13,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0209,1,Female,62,NFI_KIT_A,1,2025-03-13
SUB0210,2025-01-31,EN002,SITE_MAS,North Kivu,Masisi,BEN0210,1,Male,19,NFI_KIT_B,1,2025-01-31
SUB0211,2025-03-05,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0211,2,Male,28,NFI_KIT_B,1,2025-03-05
SUB0212,2025-06-19,EN005,SITE_MAS,North Kivu,Masisi,BEN0212,4,Male,38,NFI_KIT_B,1,2025-06-19
SUB0213,2025-05-21,EN001,SITE_GOM,North Kivu,Goma,BEN0213,9,Male,54,NFI_KIT_B,1,2025-05-21
SUB0214,2025-05-21,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0214,8,Female,41,NFI_KIT_B,1,2025-05-21
SUB0215,2025-04-18,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0215,6,Female,60,NFI_KIT_B,1,2025-04-18
SUB0216,2025-04-05,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0216,3,Male,20,NFI_KIT_A,1,2025-04-05
SUB0217,2025-04-23,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0217,8,Male,34,NFI_KIT_A,1,2025-04-23
SUB0218,2025-01-04,EN001,SITE_GOM,North Kivu,Goma,BEN0218,10,Female,55,NFI_KIT_A,1,2025-01-04
SUB0219,2025-01-13,EN005,SITE_MAS,North Kivu,Masisi,BEN0219,3,Male,44,NFI_KIT_A,1,2025-01-13
SUB0220,2025-03-03,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0220,5,Male,45,NFI_KIT_A,1,2025-03-03
SUB0221,2025-01-26,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0221,3,Male,36,NFI_KIT_B,1,2025-01-26
SUB0222,2025-06-01,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0222,3,Female,25,NFI_KIT_B,1,2025-06-01
SUB0223,2025-01-10,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0223,9,Female,42,NFI_KIT_A,1,2025-01-10
SUB0224,2025-05-07,EN005,SITE_GOM,North Kivu,Goma,BEN0224,8,Male,55,NFI_KIT_B,1,2025-05-07
SUB0225,2025-05-01,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0225,2,Male,63,NFI_KIT_A,1,2025-05-01
SUB0226,2025-01-25,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0226,10,Female,28,NFI_KIT_A,1,2025-01-25
SUB0227,2025-05-22,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0227,1,Male,31,NFI_KIT_A,1,2025-05-22
SUB0228,2025-02-26,EN005,SITE_MAS,North Kivu,Masisi,BEN0228,5,Male,53,NFI_KIT_A,1,2025-02-26
SUB0229,2025-03-14,EN001,SITE_GOM,North Kivu,Goma,BEN0229,10,Male,62,NFI_KIT_B,1,2025-03-14
SUB0230,2025-01-11,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0230,3,Female,40,NFI_KIT_A,1,2025-01-11
SUB0231,2025-06-14,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0231,1,Female,70,NFI_KIT_B,1,2025-06-14
SUB0232,2025-03-29,EN005,SITE_MAS,North Kivu,Masisi,BEN0232,2,Female,67,NFI_KIT_B,1,2025-03-29
SUB0233,2025-06-29,EN003,SITE_GOM,North Kivu,Goma,BEN0233,5,Male,29,NFI_KIT_B,1,2025-06-29
SUB0234,2025-02-08,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0234,5,Female,28,NFI_KIT_B,1,2025-02-08
SUB0235,2025-02-23,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0235,9,Male,47,NFI_KIT_B,1,2025-02-23
SUB0236,2025-04-12,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0236,1,Male,33,NFI_KIT_A,1,2025-04-12
SUB0237,2025-02-09,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0237,7,Female,20,NFI_KIT_A,1,2025-02-09
SUB0238,2025-01-09,EN004,SITE_MAS,North Kivu,Masisi,BEN0238,7,Female,66,NFI_KIT_A,1,2025-01-09
SUB0239,2025-01-04,EN005,SITE_MAS,North Kivu,Masisi,BEN0239,3,Male,54,NFI_KIT_A,1,2025-01-04
SUB0240,2025-01-21,EN004,SITE_MAS,North Kivu,Masisi,BEN0240,2,Female,54,NFI_KIT_A,1,2025-01-21
SUB0241,2025-03-28,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0241,9,Male,40,NFI_KIT_A,1,2025-03-28
SUB0242,2025-01-27,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0242,9,Female,48,NFI_KIT_B,1,2025-01-27
SUB0243,2025-04-21,EN003,SITE_MAS,North Kivu,Masisi,BEN0243,9,Male,28,NFI_KIT_B,1,2025-04-21
SUB0244,2025-04-03,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0244,10,Female,23,NFI_KIT_B,1,2025-04-03
SUB0245,2025-05-29,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0245,6,Male,38,NFI_KIT_A,1,2025-05-29
SUB0246,2025-01-17,EN001,SITE_MAS,North Kivu,Masisi,BEN0246,4,Female,47,NFI_KIT_A,1,2025-01-17
SUB0247,2025-04-20,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0247,4,Female,40,NFI_KIT_B,1,2025-04-20
SUB0248,2025-01-15,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0248,9,Female,62,NFI_KIT_B,1,2025-01-15
SUB0249,2025-02-26,EN005,SITE_MAS,North Kivu,Masisi,BEN0249,10,Male,46,NFI_KIT_B,1,2025-02-26
SUB0250,2025-06-01,EN003,SITE_GOM,North Kivu,Goma,BEN0250,5,Female,59,NFI_KIT_B,1,2025-06-01
SUB0251,2025-01-14,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0251,3,Female,18,NFI_KIT_A,1,2025-01-14
SUB0252,2025-05-06,EN005,SITE_GOM,North Kivu,Goma,BEN0252,7,Male,35,NFI_KIT_B,1,2025-05-06
SUB0253,2025-02-04,EN005,SITE_MAS,North Kivu,Masisi,BEN0253,1,Male,25,NFI_KIT_B,1,2025-02-04
SUB0254,2025-06-10,EN001,SITE_GOM,North Kivu,Goma,BEN0254,1,Female,48,NFI_KIT_A,1,2025-06-10
SUB0255,2025-03-19,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0255,8,Female,69,NFI_KIT_A,1,2025-03-19
SUB0256,2025-02-12,EN002,SITE_MAS,North Kivu,Masisi,BEN0256,3,Female,64,NFI_KIT_B,1,2025-02-12
SUB0257,2025-01-01,EN005,SITE_MAS,North Kivu,Masisi,BEN0257,5,Female,54,NFI_KIT_B,1,2025-01-01
SUB0258,2025-03-24,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0258,9,Male,48,NFI_KIT_A,1,2025-03-24
SUB0259,2025-02-24,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0259,3,Male,38,NFI_KIT_A,1,2025-02-24
SUB0260,2025-01-06,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0260,2,Female,32,NFI_KIT_A,1,2025-01-06
SUB0261,2025-06-07,EN003,SITE_GOM,North Kivu,Goma,BEN0261,2,Female,62,NFI_KIT_B,1,2025-06-07
SUB0262,2025-04-14,EN004,SITE_MAS,North Kivu,Masisi,BEN0262,4,Male,62,NFI_KIT_A,1,2025-04-14
SUB0263,2025-05-05,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0263,8,Male,54,NFI_KIT_A,1,2025-05-05
SUB0264,2025-05-06,EN003,SITE_MAS,North Kivu,Masisi,BEN0264,3,Female,56,NFI_KIT_A,1,2025-05-06
SUB0265,2025-05-18,EN005,SITE_MAS,North Kivu,Masisi,BEN0265,4,Male,19,NFI_KIT_A,1,2025-05-18
SUB0266,2025-06-05,EN002,SITE_MAS,North Kivu,Masisi,BEN0266,4,Male,45,NFI_KIT_A,1,2025-06-05
SUB0267,2025-03-14,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0267,2,Female,64,NFI_KIT_A,1,2025-03-14
SUB0268,2025-05-30,EN005,SITE_GOM,North Kivu,Goma,BEN0268,6,Male,47,NFI_KIT_A,1,2025-05-30
SUB0269,2025-05-26,EN004,SITE_MAS,North Kivu,Masisi,BEN0269,5,Male,68,NFI_KIT_A,1,2025-05-26
SUB0270,2025-01-02,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0270,2,Female,23,NFI_KIT_B,1,2025-01-02
SUB0271,2025-03-25,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0271,10,Male,25,NFI_KIT_A,1,2025-03-25
SUB0272,2025-02-17,EN002,SITE_MAS,North Kivu,Masisi,BEN0272,8,Female,35,NFI_KIT_B,1,2025-02-17
SUB0273,2025-01-29,EN001,SITE_GOM,North Kivu,Goma,BEN0273,10,Male,50,NFI_KIT_A,1,2025-01-29
SUB0274,2025-06-07,EN004,SITE_MAS,North Kivu,Masisi,BEN0274,1,Male,54,NFI_KIT_B,1,2025-06-07
SUB0275,2025-01-21,EN005,SITE_MAS,North Kivu,Masisi,BEN0275,6,Male,51,NFI_KIT_B,1,2025-01-21
SUB0276,2025-04-01,EN001,SITE_GOM,North Kivu,Goma,BEN0276,3,Male,49,NFI_KIT_B,1,2025-04-01
SUB0277,2025-01-04,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0277,9,Male,43,NFI_KIT_B,1,2025-01-04
SUB0278,2025-06-18,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0278,10,Male,31,NFI_KIT_B,1,2025-06-18
SUB0279,2025-06-20,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0279,4,Male,67,NFI_KIT_B,1,2025-06-20
SUB0280,2025-04-25,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0280,10,Female,68,NFI_KIT_B,1,2025-04-25
SUB0281,2025-05-18,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0281,2,Female,25,NFI_KIT_A,1,2025-05-18
SUB0282,2025-03-11,EN002,SITE_GOM,North Kivu,Goma,BEN0282,1,Male,19,NFI_KIT_A,1,2025-03-11
SUB0283,2025-03-29,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0283,8,Female,20,NFI_KIT_B,1,2025-03-29
SUB0284,2025-01-01,EN002,SITE_MAS,North Kivu,Masisi,BEN0284,3,Female,43,NFI_KIT_B,1,2025-01-01
SUB0285,2025-01-24,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0285,8,Female,33,NFI_KIT_A,1,2025-01-24
SUB0286,2025-04-30,EN003,SITE_GOM,North Kivu,Goma,BEN0286,1,Female,30,NFI_KIT_A,1,2025-04-30
SUB0287,2025-01-24,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0287,3,Female,65,NFI_KIT_B,1,2025-01-24
SUB0288,2025-03-15,EN005,SITE_MAS,North Kivu,Masisi,BEN0288,6,Male,30,NFI_KIT_B,1,2025-03-15
SUB0289,2025-01-27,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0289,7,Male,58,NFI_KIT_A,1,2025-01-27
SUB0290,2025-01-20,EN005,SITE_MAS,North Kivu,Masisi,BEN0290,3,Female,54,NFI_KIT_A,1,2025-01-20
SUB0291,2025-05-10,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0291,5,Female,52,NFI_KIT_B,1,2025-05-10
SUB0292,2025-04-20,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0292,2,Female,21,NFI_KIT_A,1,2025-04-20
SUB0293,2025-02-05,EN005,SITE_GOM,North Kivu,Goma,BEN0293,3,Male,32,NFI_KIT_A,1,2025-02-05
SUB0294,2025-01-14,EN002,SITE_GOM,North Kivu,Goma,BEN0294,8,Male,51,NFI_KIT_A,1,2025-01-14
SUB0295,2025-06-20,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0295,10,Female,54,NFI_KIT_B,1,2025-06-20
SUB0296,2025-05-12,EN005,SITE_GOM,North Kivu,Goma,BEN0296,4,Female,22,NFI_KIT_A,1,2025-05-12
SUB0297,2025-04-23,EN003,SITE_MAS,North Kivu,Masisi,BEN0297,8,Female,61,NFI_KIT_A,1,2025-04-23
SUB0298,2025-03-05,EN004,SITE_MAS,North Kivu,Masisi,BEN0298,1,Female,57,NFI_KIT_B,1,2025-03-05
SUB0299,2025-01-24,EN002,SITE_GOM,North Kivu,Goma,BEN0299,3,Male,38,NFI_KIT_B,1,2025-01-24
SUB0300,2025-03-05,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0300,4,Male,63,NFI_KIT_B,1,2025-03-05
SUB0301,2025-02-04,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0301,10,Male,22,NFI_KIT_B,1,2025-02-04
SUB0302,2025-04-12,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0302,7,Female,22,NFI_KIT_B,1,2025-04-12
SUB0303,2025-01-11,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0303,1,Female,53,NFI_KIT_A,1,2025-01-11
SUB0304,2025-01-11,EN004,SITE_GOM,North Kivu,Goma,BEN0304,6,Female,18,NFI_KIT_A,1,2025-01-11
SUB0305,2025-04-20,EN005,SITE_GOM,North Kivu,Goma,BEN0305,2,Male,46,NFI_KIT_B,1,2025-04-20
SUB0306,2025-02-06,EN001,SITE_GOM,North Kivu,Goma,BEN0306,7,Female,19,NFI_KIT_B,1,2025-02-06
SUB0307,2025-02-13,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0307,4,Male,24,NFI_KIT_A,1,2025-02-13
SUB0308,2025-03-19,EN002,SITE_MAS,North Kivu,Masisi,BEN0308,1,Male,52,NFI_KIT_B,1,2025-03-19
SUB0309,2025-03-30,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0309,9,Male,24,NFI_KIT_B,1,2025-03-30
SUB0310,2025-02-18,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0310,1,Female,49,NFI_KIT_A,1,2025-02-18
SUB0311,2025-03-22,EN004,SITE_MAS,North Kivu,Masisi,BEN0311,3,Female,52,NFI_KIT_B,1,2025-03-22
SUB0312,2025-06-12,EN001,SITE_GOM,North Kivu,Goma,BEN0312,2,Male,69,NFI_KIT_B,1,2025-06-12
SUB0313,2025-03-12,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0313,2,Male,47,NFI_KIT_A,1,2025-03-12
SUB0314,2025-05-13,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0314,1,Male,42,NFI_KIT_B,1,2025-05-13
SUB0315,2025-02-02,EN005,SITE_MAS,North Kivu,Masisi,BEN0315,4,Female,45,NFI_KIT_A,1,2025-02-02
SUB0316,2025-04-26,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0316,2,Female,60,NFI_KIT_A,1,2025-04-26
SUB0317,2025-04-22,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0317,2,Female,42,NFI_KIT_A,1,2025-04-22
SUB0318,2025-04-18,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0318,10,Male,50,NFI_KIT_B,1,2025-04-18
SUB0319,2025-03-16,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0319,2,Female,62,NFI_KIT_B,1,2025-03-16
SUB0320,2025-03-12,EN001,SITE_MAS,North Kivu,Masisi,BEN0320,2,Male,19,NFI_KIT_B,1,2025-03-12
SUB0321,2025-04-03,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0321,6,Male,70,NFI_KIT_A,1,2025-04-03
SUB0322,2025-03-22,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0322,2,Female,65,NFI_KIT_B,1,2025-03-22
SUB0323,2025-01-25,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0323,2,Male,70,NFI_KIT_B,1,2025-01-25
SUB0324,2025-04-03,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0324,7,Female,58,NFI_KIT_A,1,2025-04-03
SUB0325,2025-04-30,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0325,7,Female,35,NFI_KIT_B,1,2025-04-30
SUB0326,2025-01-03,EN002,SITE_GOM,North Kivu,Goma,BEN0326,8,Male,49,NFI_KIT_A,1,2025-01-03
SUB0327,2025-05-31,EN001,SITE_GOM,North Kivu,Goma,BEN0327,10,Female,53,NFI_KIT_B,1,2025-05-31
SUB0328,2025-05-26,EN005,SITE_GOM,North Kivu,Goma,BEN0328,5,Female,37,NFI_KIT_B,1,2025-05-26
SUB0329,2025-04-08,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0329,2,Male,50,NFI_KIT_B,1,2025-04-08
SUB0330,2025-04-05,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0330,4,Female,39,NFI_KIT_B,1,2025-04-05
SUB0331,2025-03-19,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0331,7,Male,40,NFI_KIT_A,1,2025-03-19
SUB0332,2025-03-10,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0332,4,Female,46,NFI_KIT_B,1,2025-03-10
SUB0333,2025-05-01,EN003,SITE_GOM,North Kivu,Goma,BEN0333,8,Female,20,NFI_KIT_B,1,2025-05-01
SUB0334,2025-03-07,EN005,SITE_GOM,North Kivu,Goma,BEN0334,9,Female,45,NFI_KIT_A,1,2025-03-07
SUB0335,2025-04-01,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0335,5,Female,56,NFI_KIT_A,1,2025-04-01
SUB0336,2025-06-22,EN004,SITE_MAS,North Kivu,Masisi,BEN0336,10,Female,52,NFI_KIT_A,1,2025-06-22
SUB0337,2025-01-02,EN002,SITE_MAS,North Kivu,Masisi,BEN0337,5,Male,51,NFI_KIT_A,1,2025-01-02
SUB0338,2025-06-23,EN004,SITE_MAS,North Kivu,Masisi,BEN0338,10,Male,34,NFI_KIT_B,1,2025-06-23
SUB0339,2025-04-06,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0339,7,Male,68,NFI_KIT_A,1,2025-04-06
SUB0340,2025-05-21,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0340,5,Female,41,NFI_KIT_B,1,2025-05-21
SUB0341,2025-06-12,EN002,SITE_GOM,North Kivu,Goma,BEN0341,10,Female,22,NFI_KIT_A,1,2025-06-12
SUB0342,2025-01-22,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0342,1,Female,34,NFI_KIT_B,1,2025-01-22
SUB0343,2025-04-06,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0343,4,Female,29,NFI_KIT_B,1,2025-04-06
SUB0344,2025-03-02,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0344,9,Male,35,NFI_KIT_A,1,2025-03-02
SUB0345,2025-01-22,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0345,10,Female,33,NFI_KIT_B,1,2025-01-22
SUB0346,2025-04-26,EN003,SITE_GOM,North Kivu,Goma,BEN0346,7,Female,29,NFI_KIT_B,1,2025-04-26
SUB0347,2025-01-25,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0347,5,Male,65,NFI_KIT_A,1,2025-01-25
SUB0348,2025-03-24,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0348,10,Male,39,NFI_KIT_B,1,2025-03-24
SUB0349,2025-05-02,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0349,1,Male,57,NFI_KIT_B,1,2025-05-02
SUB0350,2025-04-30,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0350,9,Female,27,NFI_KIT_B,1,2025-04-30
SUB0351,2025-01-26,EN001,SITE_GOM,North Kivu,Goma,BEN0351,8,Female,25,NFI_KIT_A,1,2025-01-26
SUB0352,2025-01-30,EN001,SITE_GOM,North Kivu,Goma,BEN0352,4,Male,65,NFI_KIT_B,1,2025-01-30
SUB0353,2025-01-29,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0353,4,Female,58,NFI_KIT_B,1,2025-01-29
SUB0354,2025-06-09,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0354,10,Female,24,NFI_KIT_A,1,2025-06-09
SUB0355,2025-06-09,EN001,SITE_GOM,North Kivu,Goma,BEN0355,10,Male,60,NFI_KIT_A,1,2025-06-09
SUB0356,2025-04-18,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0356,1,Male,43,NFI_KIT_B,1,2025-04-18
SUB0357,2025-01-23,EN004,SITE_MAS,North Kivu,Masisi,BEN0357,1,Male,38,NFI_KIT_B,1,2025-01-23
SUB0358,2025-03-07,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0358,8,Female,47,NFI_KIT_A,1,2025-03-07
SUB0359,2025-04-25,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0359,4,Male,59,NFI_KIT_A,1,2025-04-25
SUB0360,2025-02-04,EN001,SITE_MAS,North Kivu,Masisi,BEN0360,3,Female,48,NFI_KIT_B,1,2025-02-04
SUB0361,2025-05-18,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0361,10,Female,42,NFI_KIT_B,1,2025-05-18
SUB0362,2025-04-01,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0362,2,Male,20,NFI_KIT_A,1,2025-04-01
SUB0363,2025-05-17,EN005,SITE_MAS,North Kivu,Masisi,BEN0363,6,Female,58,NFI_KIT_B,1,2025-05-17
SUB0364,2025-03-13,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0364,2,Male,54,NFI_KIT_A,1,2025-03-13
SUB0365,2025-04-20,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0365,4,Female,26,NFI_KIT_A,1,2025-04-20
SUB0366,2025-01-27,EN003,SITE_MAS,North Kivu,Masisi,BEN0366,7,Male,46,NFI_KIT_B,1,2025-01-27
SUB0367,2025-04-01,EN003,SITE_MAS,North Kivu,Masisi,BEN0367,7,Female,36,NFI_KIT_B,1,2025-04-01
SUB0368,2025-01-24,EN004,SITE_GOM,North Kivu,Goma,BEN0368,1,Male,33,NFI_KIT_B,1,2025-01-24
SUB0369,2025-06-16,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0369,3,Male,34,NFI_KIT_B,1,2025-06-16
SUB0370,2025-06-07,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0370,3,Female,24,NFI_KIT_B,1,2025-06-07
SUB0371,2025-02-24,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0371,1,Female,70,NFI_KIT_A,1,2025-02-24
SUB0372,2025-01-09,EN005,SITE_GOM,North Kivu,Goma,BEN0372,6,Male,44,NFI_KIT_B,1,2025-01-09
SUB0373,2025-05-12,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0373,4,Male,27,NFI_KIT_A,1,2025-05-12
SUB0374,2025-05-16,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0374,8,Female,33,NFI_KIT_B,1,2025-05-16
SUB0375,2025-04-10,EN005,SITE_GOM,North Kivu,Goma,BEN0375,8,Male,59,NFI_KIT_A,1,2025-04-10
SUB0376,2025-01-03,EN004,SITE_MAS,North Kivu,Masisi,BEN0376,10,Male,28,NFI_KIT_B,1,2025-01-03
SUB0377,2025-03-16,EN003,SITE_GOM,North Kivu,Goma,BEN0377,9,Female,58,NFI_KIT_A,1,2025-03-16
SUB0378,2025-05-12,EN004,SITE_GOM,North Kivu,Goma,BEN0378,8,Male,38,NFI_KIT_B,1,2025-05-12
SUB0379,2025-05-02,EN002,SITE_GOM,North Kivu,Goma,BEN0379,10,Female,22,NFI_KIT_B,1,2025-05-02
SUB0380,2025-03-17,EN004,SITE_MAS,North Kivu,Masisi,BEN0380,10,Male,35,NFI_KIT_B,1,2025-03-17
SUB0381,2025-04-03,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0381,10,Male,33,NFI_KIT_A,1,2025-04-03
SUB0382,2025-04-07,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0382,8,Male,57,NFI_KIT_B,1,2025-04-07
SUB0383,2025-04-26,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0383,9,Female,66,NFI_KIT_B,1,2025-04-26
SUB0384,2025-04-09,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0384,5,Female,23,NFI_KIT_A,1,2025-04-09
SUB0385,2025-04-14,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0385,1,Female,29,NFI_KIT_A,1,2025-04-14
SUB0386,2025-03-05,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0386,5,Male,31,NFI_KIT_B,1,2025-03-05
SUB0387,2025-02-13,EN002,SITE_GOM,North Kivu,Goma,BEN0387,9,Female,61,NFI_KIT_B,1,2025-02-13
SUB0388,2025-01-30,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0388,5,Female,18,NFI_KIT_B,1,2025-01-30
SUB0389,2025-03-12,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0389,8,Female,29,NFI_KIT_B,1,2025-03-12
SUB0390,2025-03-06,EN002,SITE_GOM,North Kivu,Goma,BEN0390,10,Male,32,NFI_KIT_B,1,2025-03-06
SUB0391,2025-03-30,EN003,SITE_MAS,North Kivu,Masisi,BEN0391,4,Male,62,NFI_KIT_B,1,2025-03-30
SUB0392,2025-03-06,EN002,SITE_GOM,North Kivu,Goma,BEN0392,7,Female,53,NFI_KIT_B,1,2025-03-06
SUB0393,2025-05-03,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0393,9,Female,41,NFI_KIT_A,1,2025-05-03
SUB0394,2025-04-05,EN005,SITE_MAS,North Kivu,Masisi,BEN0394,10,Male,57,NFI_KIT_A,1,2025-04-05
SUB0395,2025-05-17,EN001,SITE_GOM,North Kivu,Goma,BEN0395,2,Male,31,NFI_KIT_A,1,2025-05-17
SUB0396,2025-05-12,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0396,1,Female,70,NFI_KIT_B,1,2025-05-12
SUB0397,2025-06-23,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0397,2,Female,33,NFI_KIT_A,1,2025-06-23
SUB0398,2025-04-12,EN005,SITE_MAS,North Kivu,Masisi,BEN0398,7,Female,55,NFI_KIT_A,1,2025-04-12
SUB0399,2025-03-11,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0399,9,Female,27,NFI_KIT_B,1,2025-03-11
SUB0400,2025-03-20,EN001,SITE_MAS,North Kivu,Masisi,BEN0400,5,Female,26,NFI_KIT_A,1,2025-03-20
SUB0401,2025-04-15,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0401,6,Male,63,NFI_KIT_B,1,2025-04-15
SUB0402,2025-06-05,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0402,4,Male,58,NFI_KIT_B,1,2025-06-05
